texnet2022ugmi 2022-10-16T03:45:14.571822Z -104.3299591 31.66552795 6.851391602 1.433230891 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PB33:TX.PECS
texnet2022ukxe 2022-10-18T13:46:41.856077Z -104.2772127 31.63113245 1.8897460940000002 0.3788008524 TX.PB29.00.HHZ.P:TX.PB28.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB29.00.HHZ.S TX.PB29:TX.PB28:TX.PB33
texnet2022unfg 2022-10-19T20:08:30.692902Z -104.1935365 31.70947128 7.2627197269999995 0.969567603 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PB33:TX.PECS
texnet2022ttjl 2022-10-08T23:31:57.499418Z -104.2851556 31.64924202 7.468383789000001 1.51162509 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB33.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PB33:TX.PECS
texnet2022uibi 2022-10-17T00:26:02.249147Z -104.4563361 31.6532225 6.182983398 0.9729984016 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.P TX.PB28:TX.PB29:TX.PECS
texnet2022tjnw 2022-10-03T14:24:07.943607Z -104.4099998 31.677205 6.105859375 1.193692252 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PECS:TX.PB33
texnet2022vege 2022-10-29T03:55:04.362351Z -104.4424698 31.66664627 3.3036865229999997 0.4231758014 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PECS
texnet2022tmjn 2022-10-05T03:36:53.838703Z -104.3962542 31.6752266 7.2627197269999995 -0.09127796197 TX.PB28.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.P:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S TX.PB28:TX.PB29:TX.PB33
texnet2022torj 2022-10-06T09:51:26.858338Z -104.0967611 31.73702589 7.211303710999999 1.417018196 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PECS
texnet2022tqze 2022-10-07T16:04:53.415271Z -104.2035912 31.64484869 7.905419922 0.9085296076 TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.S TX.PECS:TX.PB28:TX.PB29
texnet2022tqxm 2022-10-07T15:13:40.662917Z -104.2684504 31.61095872 6.414355469 0.8156712256 TX.PB28.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB28.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB33:TX.PECS
texnet2022ueyy 2022-10-15T07:51:34.130930Z -104.4880535 31.70355376 1.915454102 0.1264264696 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S TX.PB28:TX.PB29:TX.PECS
texnet2022ulql 2022-10-18T23:31:42.484353Z -104.0882425 31.61228152 4.306298828 0.7778793535 TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PECS.00.HHZ.S:TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB29.00.HHZ.S TX.PB33:TX.PECS:TX.PB28:TX.PB29
texnet2022tosy 2022-10-06T10:39:16.419459Z -104.4888783 31.67827014 6.131567382999999 2.006813883 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PECS
texnet2022ttet 2022-10-08T21:09:42.745000Z -104.4588478 31.69043217 -1.272338867 -0.001691620459 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB33.00.HHZ.P TX.PB28:TX.PB29:TX.PECS:TX.PB33
texnet2022ukvn 2022-10-18T12:57:09.122432Z -104.2402647 31.65569089 7.802587891 1.257886791 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PB33:TX.PECS
texnet2022tsbv 2022-10-08T06:33:32.683826Z -104.3139418 31.68170827 4.074926758 0.1285958622 TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.P:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.P:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PECS
texnet2022urmq 2022-10-22T04:24:23.625868Z -104.1675141 31.68293995 7.828295898 0.9881976332 TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB28.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB33:TX.PECS:TX.PB28:TX.PB29
texnet2022vbtb 2022-10-27T19:00:46.616166Z -104.4952105 31.71912832 4.846166992000001 1.030379312 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB29.00.HHZ.S:TX.PB28.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PECS
texnet2022tjxm 2022-10-03T19:16:36.306627Z -104.3370522 31.6769753 7.2627197269999995 1.179692701 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S TX.PB28:TX.PB29:TX.PB33
texnet2022ugwp 2022-10-16T08:57:13.504067Z -104.2464556 31.65588792 7.314135742 1.085742692 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PB33:TX.PECS
texnet2022txen 2022-10-11T01:35:00.150072Z -104.4568904 31.68286248 2.249658203 -0.7457013188 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S TX.PB28:TX.PB29:TX.PB33
texnet2022ttqq 2022-10-09T03:09:15.224201Z -104.1283798 31.62199229 6.131567382999999 0.9320445809 TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S TX.PB33:TX.PECS:TX.PB28:TX.PB29
texnet2022ukco 2022-10-18T03:22:06.631672Z -104.3477555 31.63761516 4.820458984 0.3464977945 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S TX.PB28:TX.PB29:TX.PB33
texnet2022ugwg 2022-10-16T08:45:58.474428Z -104.2923792 31.64391592 10.73330078 1.125922777 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PB33:TX.PECS
texnet2022txey 2022-10-11T01:48:42.110130Z -104.3096266 31.71413474 7.185595703 1.238931498 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PB33:TX.PECS
texnet2022tohs 2022-10-06T04:59:22.147807Z -104.1886784 31.66790184 8.830908203000002 0.3111000365 TX.PB28.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB28.00.HHZ.S:TX.PECS.00.HHZ.P:TX.PECS.00.HHZ.S TX.PB28:TX.PB33:TX.PECS
texnet2022tqcg 2022-10-07T04:30:06.122460Z -104.3654905 31.69725292 6.671435547 0.6881539308 TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PECS.00.HHZ.S TX.PECS:TX.PB28:TX.PB29:TX.PB33
texnet2022ukmd 2022-10-18T08:11:57.305668Z -104.5018649 31.60487075 9.602148438 0.1090798209 TX.PB29.00.HHZ.P:TX.PB28.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S TX.PB29:TX.PB28:TX.PB33
texnet2022urcm 2022-10-21T23:16:33.209517Z -104.4546952 31.70654681 -1.272338867 0.2768901499 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S TX.PB28:TX.PB29:TX.PB33
texnet2022txjv 2022-10-11T04:15:58.583343Z -104.3040718 31.65924544 6.902807617000001 1.514896363 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB33.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.S TX.PB28:TX.PB29:TX.PB33
texnet2022vijx 2022-10-31T10:20:56.373264Z -104.1754484 31.57995349 6.131567382999999 1.45162548 TX.PB28.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PECS.00.HHZ.S:TX.PB29.00.HHZ.P:TX.PB29.00.HHZ.S TX.PB28:TX.PECS:TX.PB29
texnet2022tszp 2022-10-08T18:33:34.263595Z -104.211093 31.64021514 7.5969238279999995 0.6248919716 TX.PB33.00.HHZ.P:TX.PECS.00.HHZ.P:TX.PB33.00.HHZ.S:TX.PB28.00.HHZ.S:TX.PECS.00.HHZ.S TX.PB33:TX.PECS:TX.PB28
texnet2022tuuy 2022-10-09T18:28:58.513956Z -104.4945376 31.67891869 6.0544433589999995 0.5722065374 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PECS.00.HHZ.P:TX.PECS.00.HHZ.S TX.PB28:TX.PB29:TX.PECS
texnet2022tnct 2022-10-05T13:20:45.578645Z -104.4899871 31.68147932 6.131567382999999 0.8152682763 TX.PB28.00.HHZ.P:TX.PB29.00.HHZ.P:TX.PB28.00.HHZ.S:TX.PB29.00.HHZ.S:TX.PB33.00.HHZ.P:TX.PB33.00.HHZ.S TX.PB28:TX.PB29:TX.PB33
