EventID,Origin Date,Origin Time,Latitude (WGS84),Longitude (WGS84),Depth,RMS,Magnitude,phases,evaluation mode,author,status,event_type,min_sta_dist,GAP,depth_uncertainty,latitude_uncertainty,longitude_uncertainty,
texnet2018kykp,6/5/2018,15:58:36,31.80774498,-102.5591431,0,2.14,1.622623373,7,manual,Tricia,reported,quarry blast,34.67388207,161.1844838,0,1.878486317,3.938305969,
texnet2018kykt,6/5/2018,16:03:28,32.31121826,-99.52833557,0,1.92,1.820071059,12,manual,Tricia,reported,quarry blast,36.33211264,92.4420929,0,1.713950931,2.231899678,
texnet2018kynm,6/5/2018,17:26:25,31.00079536,-99.1756897,0,1.33,1.818352137,13,manual,Tricia,reported,quarry blast,35.82289367,120.2036438,0,2.072154712,1.869161799,
texnet2018kyot,6/5/2018,18:06:22,30.68664551,-98.34960938,10.51554362,0.23,1.86326448,9,manual,Tricia,reported,quarry blast,73.9662221,133.5731302,11.27583896,3.300431095,4.42173063,
texnet2018kyra,6/5/2018,19:14:01,33.33540726,-97.83355713,0,3.47,2.305207807,18,manual,Tricia,reported,quarry blast,39.30888659,141.0033875,0,2.124948613,1.608173922,
texnet2018kywm,6/5/2018,22:00:25,32.3537178,-101.8612061,0,2.78,1.883845268,8,manual,Tricia,reported,quarry blast,69.87485511,142.3803196,0,2.301233633,2.086295108,
texnet2018laij,6/6/2018,17:04:47,33.26148987,-97.94974518,0,1.3,2.282136934,12,manual,Tricia,reported,quarry blast,26.88090097,171.4169312,0,2.14196546,2.281285638,
texnet2018lajo,6/6/2018,17:43:32,33.28699493,-97.78210449,0,0.51,2.590146884,8,manual,Tricia,reported,quarry blast,38.10920122,198.7030182,0,2.571455125,2.938432911,
texnet2018laoj,6/6/2018,20:10:27,31.97843552,-103.1675491,0,1.89,1.621393342,8,manual,Tricia,reported,quarry blast,37.06863888,143.1040497,0,1.854846794,2.675104966,
texnet2018laoy,6/6/2018,20:26:38,30.62191391,-98.21422577,0,2.13,2.514679342,14,manual,Tricia,reported,quarry blast,105.1828246,195.3573399,0,2.475845377,2.936701078,
texnet2018lcbs,6/7/2018,16:02:35,29.45279121,-99.01604462,0,8.16,2.216300447,13,manual,Tricia,reported,quarry blast,27.03941535,196.0551661,0,2.078886309,3.524887429,
texnet2018lccx,6/7/2018,16:36:23,29.88654137,-97.67297363,0,3.73,2.12419491,11,manual,Tricia,reported,quarry blast,99.77283985,251.0783401,0,4.233525828,5.081529996,
texnet2018lccz,6/7/2018,16:38:54,29.0606842,-100.0885086,0,3.02,2.137832185,16,manual,Tricia,reported,quarry blast,65.40050279,157.057251,0,2.200549196,1.872390393,
texnet2018lcir,6/7/2018,19:32:34,30.66416359,-99.33590698,0,4.02,1.86550446,13,manual,Tricia,reported,quarry blast,49.23130609,152.6559181,0,1.971103714,2.489285492,
texnet2018ldyy,6/8/2018,16:55:07,32.07578278,-101.5940475,0,2.12,2.013445341,13,manual,Tricia,reported,quarry blast,47.71651581,75.26047897,0,1.510354701,1.871476805,
texnet2018legp,6/8/2018,20:50:15,31.04589272,-101.3464355,0,0,1.684447129,3,manual,Tricia,reported,quarry blast,25.07448017,248.992156,0,6.51047347,17.04883428,
texnet2018lejm,6/8/2018,22:15:02,31.48415375,-103.2111511,0,2.6,1.346287764,12,manual,Tricia,reported,quarry blast,18.10423078,80.7230835,0,1.508023262,1.686364675,
texnet2018ljjt,6/11/2018,15:58:48,32.21324158,-97.43074799,15.19751263,4.7,2.032319008,16,manual,Tricia,reported,quarry blast,15.3678845,137.9273834,2.697208611,1.920269489,3.477188431,
texnet2018ljmq,6/11/2018,17:26:30,31.65417862,-102.0707474,0,0.7,NULL,4,manual,Tricia,reported,quarry blast,68.73514107,112.9709854,0,3.014937248,2.103812222,
texnet2018lkdj,6/12/2018,1:54:54,33.96391296,-97.68679047,0,6.39,NULL,4,manual,Tricia,reported,quarry blast,394.1448125,348.5986481,0,18.1513472,18.72464513,
texnet2018llll,6/12/2018,19:11:45,29.53308105,-99.22954963,12.76538086,0.07,2.421641702,8,manual,Tricia,reported,quarry blast,4.98970199,213.326532,13.70069199,16.01917941,19.9538228,
texnet2018lnbn,6/13/2018,16:26:13,33.30406189,-97.82842255,0,0.82,2.187647778,8,manual,Tricia,reported,quarry blast,44.68443423,194.2411499,0,2.937768153,3.112017711,
texnet2018loys,6/14/2018,17:15:51,31.09845004,-102.1386435,0.964257813,0.2,1.600642659,6,manual,peng,reported,quarry blast,66.06664296,197.9192133,28.93815795,13.12152187,44.9744911,
texnet2018lpcn,6/14/2018,19:13:33,33.15765381,-97.82548114,23.9901123,0.04,2.332914052,8,manual,peng,reported,quarry blast,25.94172311,110.9966808,2.574525935,39.26177227,3.518725971,
texnet2018lqsz,6/15/2018,16:40:58,32.16791916,-102.208992,0,1.82,1.619419723,6,manual,Tricia,reported,quarry blast,32.55100305,132.8080635,0,3.150900055,1.973436439,
texnet2018lqtv,6/15/2018,17:05:24,33.38880157,-97.92929077,0,2.2,2.028491166,7,manual,Tricia,reported,quarry blast,40.77825721,281.897995,0,7.120012378,2.842925067,
texnet2018lqwf,6/15/2018,18:17:23,30.72166252,-97.67760468,0,1.82,2.019557729,9,manual,Tricia,reported,quarry blast,11.16188896,177.2142601,0,3.338209464,2.569725457,
texnet2018lwcq,6/18/2018,15:12:13,31.54430962,-101.5445633,0,1.38,2.121121995,11,manual,Tricia,reported,quarry blast,57.0878127,106.0372276,0,1.661765219,1.941031529,
texnet2018lwfk,6/18/2018,16:32:35,29.17845154,-99.9356308,0,2.79,1.986331169,11,manual,Tricia,reported,quarry blast,71.75148017,122.9432678,0,2.26480277,1.895904735,
texnet2018lyga,6/19/2018,19:12:02,31.74992943,-102.5216064,0,0.82,1.844764339,13,manual,Tricia,reported,quarry blast,41.15899557,76.89020538,2.769141166,1.531733456,2.024991532,
texnet2018lyhg,6/19/2018,19:50:34,30.96123314,-101.2440262,0,1.23,1.85594208,11,manual,Tricia,reported,quarry blast,12.00255818,106.0790787,0,2.081812749,1.872232365,
texnet2018lylp,6/19/2018,22:00:38,33.26460648,-97.87615204,0,0.78,2.340274533,8,manual,Tricia,reported,quarry blast,44.0436631,181.6396484,0,2.529789916,3.042113041,
texnet2018lzvk,6/20/2018,16:06:37,33.27528763,-97.85574341,0,0.73,2.721815984,12,manual,Tricia,reported,quarry blast,32.65836102,102.1467171,0,1.588974999,2.048653682,
texnet2018lzxw,6/20/2018,17:23:06,32.51648331,-98.58533478,0,1.99,1.884654191,14,manual,Tricia,reported,quarry blast,41.49265908,80.98873901,0,1.864292534,1.498179603,
texnet2018lzzd,6/20/2018,18:01:19,33.54168701,-101.6534958,0,0.96,NULL,8,manual,Tricia,reported,quarry blast,54.65888749,155.630249,0,2.028884449,3.106004892,
texnet2018mabq,6/20/2018,19:11:13,29.7283783,-98.00803375,0,4.01,2.070168489,12,manual,Tricia,reported,quarry blast,61.26713791,73.75389862,0,1.916389639,1.782403606,
texnet2018macn,6/20/2018,19:41:10,29.65742302,-98.28118134,0,0.36,1.912170742,8,manual,Tricia,reported,quarry blast,59.49455383,210.0743713,0,2.168436856,4.284664157,
texnet2018mafv,6/20/2018,21:22:40,33.26365662,-97.81046295,0,0.47,2.032726258,8,manual,Tricia,reported,quarry blast,34.40913585,190.9841766,0,2.49981746,2.752101182,
texnet2018mbpf,6/21/2018,15:14:27,33.22534561,-98.01412964,0,1.8,1.623288425,11,manual,Tricia,reported,quarry blast,21.15719453,115.1978455,0,1.828001361,2.123003302,
texnet2018mbqo,6/21/2018,15:55:41,29.85268593,-97.99935913,0,10.08,2.236561883,17,manual,Tricia,reported,quarry blast,74.11979056,143.006752,0,1.899508578,2.457725245,
texnet2018mbsd,6/21/2018,16:41:19,32.58534622,-97.60798645,0,4.49,1.784481314,12,manual,Tricia,reported,quarry blast,21.18193602,160.6408539,0,2.242880259,1.926373992,
texnet2018mbsv,6/21/2018,17:04:24,31.73950195,-102.6519627,0.09781901,0.18,1.249784595,4,manual,Tricia,reported,quarry blast,43.48423077,180.2896308,27.79082823,50.71258001,30.6784473,
texnet2018mdkn,6/22/2018,15:08:47,33.28079224,-97.90950775,0,2.54,2.580914158,18,manual,Tricia,reported,quarry blast,30.45923083,78.68208313,0,1.450036242,1.704394436,
texnet2018mdmq,6/22/2018,16:14:06,31.41057014,-101.7861862,0,1.23,1.612695843,10,manual,Tricia,reported,quarry blast,83.02563958,90.44643402,0,2.011818774,1.760890115,
texnet2018mdpk,6/22/2018,17:38:22,30.96863556,-99.11501312,0,0.83,1.790600919,14,manual,Tricia,reported,quarry blast,36.88525862,131.9078941,0,1.785257683,2.516833282,
texnet2018mdsb,6/22/2018,18:57:16,29.53491211,-99.11167279,90.48258464,0.04,2.548394011,6,manual,peng,reported,quarry blast,124.487163,223.7607121,17.64905662,85.29723025,37.12204042,
texnet2018mlcc,6/26/2018,19:59:56,33.1915741,-97.94374084,10,2.18,2.752751799,11,automatic,peng,reported,quarry blast,54.62209534,100.191925,0,3.142531542,3.476663172,
texnet2018mlcd,6/26/2018,19:59:59,33.06715393,-97.86708832,0,1.19,2.614679,11,manual,John,reported,quarry blast,18.76829388,162.0825844,0,2.926103113,1.502383167,
texnet2018mmsh,6/27/2018,17:16:40,38.14270401,-95.10682678,10,3.1,4.592686883,9,automatic,peng,reported,quarry blast,496.8244376,308.8197479,0,35.93963649,34.18970478,
texnet2018mosh,6/28/2018,19:33:21,30.69327545,-98.26365662,0,0.56,2.27961471,8,manual,Tricia,reported,quarry blast,65.78867786,136.3146973,0,2.748599129,2.061652269,
texnet2018mosf,6/28/2018,19:35:00,29.46301079,-99.24101257,0,0.58,2.342138062,10,manual,Tricia,reported,quarry blast,8.255525768,145.3512421,0,2.017160348,3.048252831,
texnet2018mqhu,6/29/2018,16:32:37,33.3013916,-97.85656441,5.233317057,0.11,2.637860992,7,manual,peng,reported,quarry blast,35.04510974,114.2957219,38.75079326,141.6387638,26.32720203,
texnet2018mqiz,6/29/2018,17:09:20,32.22525787,-96.98040771,0,0.02,2.604091652,4,manual,Tricia,reported,quarry blast,29.53834581,325.0831575,0,8.288779927,6.869514358,
texnet2018mvst,7/2/2018,15:47:00,29.49690628,-99.12896729,0,0.97,1.665274995,7,manual,John,rejected,quarry blast,15.14961771,187.7422771,0,3.446044014,3.375676688,
texnet2018mvzy,7/2/2018,19:22:17,33.2110939,-97.9803772,0,1.89,2.541708702,17,manual,Tricia,reported,quarry blast,54.20878406,102.0780029,0,1.633002749,1.824717615,
texnet2018mwbq,7/2/2018,20:13:14,29.09401894,-100.1299896,0,0.81,2.1518503,11,manual,Tricia,reported,quarry blast,59.94098201,157.0472412,0,2.885770774,1.961172082,
texnet2018mwcf,7/2/2018,20:32:52,31.00606346,-99.11120605,0,0.36,1.643955848,7,manual,Tricia,reported,quarry blast,32.82561072,166.8040714,0,2.266129852,3.167575271,
texnet2018mwff,7/2/2018,22:00:14,29.73006821,-98.20213318,0,0.67,NULL,8,manual,Tricia,rejected,quarry blast,68.97348731,168.8774567,0,2.458419432,3.850518199,
texnet2018mxpa,7/3/2018,16:09:59,29.65695381,-98.2695694,0,1.42,2.072098615,10,manual,Tricia,reported,quarry blast,59.63640858,211.454422,0,2.000815583,4.056127627,
texnet2018mxqk,7/3/2018,16:51:03,33.25366974,-97.96624756,0,0.63,2.28981159,11,manual,Tricia,reported,quarry blast,25.49013325,107.1486206,0,1.69922331,2.147604819,
texnet2018mxti,7/3/2018,18:20:09,32.27140808,-99.68645477,1.284458518,0.43,1.576252451,8,manual,John,reported,quarry blast,39.3209671,105.0952148,3.969464215,2.417721836,2.509940792,
texnet2018mxxq,7/3/2018,20:31:46,31.87139511,-97.37151337,0,3.16,2.315724393,5,manual,Tricia,reported,quarry blast,123.4480425,315.9337904,0,9.310776109,7.164656453,
texnet2018nbih,7/5/2018,17:17:43,32.39012146,-100.6189346,0,1.41,2.017619896,14,manual,Tricia,reported,quarry blast,58.17293558,148.3958969,0,1.913683609,1.989089951,
texnet2018nbmz,7/5/2018,19:40:15,33.30991364,-97.79638672,0,0.76,2.355555922,13,manual,John,reported,quarry blast,39.11027799,116.7983017,0,1.975671862,1.941791151,
texnet2018nbof,7/5/2018,20:16:20,33.26758194,-97.84324646,0,0.92,2.694854809,18,manual,Tricia,reported,quarry blast,32.70455022,110.2684784,0,1.704989961,2.114268074,
texnet2018ndgx,7/6/2018,18:51:41,33.26305008,-97.9052124,0,0.75,2.484402445,16,manual,Tricia,reported,quarry blast,28.94955537,160.7158966,0,1.656850958,2.214988636,
texnet2018ndgz,7/6/2018,18:53:34,29.46265793,-99.18012238,0,0.99,2.231363496,9,manual,Tricia,reported,quarry blast,12.21729735,184.564467,0,2.092354039,4.211293278,
texnet2018nimj,7/9/2018,15:18:51,29.21893692,-100.0945206,0,1.02,2.04470229,14,manual,Stef,reported,quarry blast,55.77035398,147.7847443,0,2.370410601,1.887485451,
texnet2018nmkr,7/11/2018,19:00:45,33.27054596,-97.78092194,0,0.55,2.358066679,13,manual,John,rejected,quarry blast,49.66280116,111.3992538,0,1.742884202,1.838425983,
texnet2018nmnr,7/11/2018,20:30:32,33.25213242,-97.85533905,0,0.69,2.582610937,12,manual,John,rejected,quarry blast,30.66427772,125.6085815,0,2.032491803,1.889855283,
texnet2018npoa,7/13/2018,12:04:59,32.69805908,-98.02269912,0.807006836,0.19,1.489386254,13,manual,Stef,reported,quarry blast,22.17865214,94.6136202,1.446001277,1.055908842,0.617077312,
texnet2018npwz,7/13/2018,16:37:29,29.11443329,-100.0713196,0,0.55,2.233261375,8,manual,Stef,reported,quarry blast,63.30390766,152.8120728,0,2.915526976,2.118739386,
texnet2018npza,7/13/2018,17:36:36,29.58109093,-98.8547287,1.116789579,1.06,1.817605142,13,manual,John,rejected,quarry blast,41.72427844,89.35499573,2.663171614,2.095687425,1.628098175,
texnet2018nqat,7/13/2018,18:30:22,33.31054688,-97.92301829,136.9466146,0.36,2.46993785,4,manual,peng,reported,quarry blast,177.5719775,230.6788189,63.2339738,117.5341939,102.0306175,
texnet2018nvpo,7/16/2018,19:42:19,29.4909668,-99.37637868,106.1336263,0.07,NULL,7,manual,peng,rejected,quarry blast,117.487113,158.8863518,26.43338373,6.950470584,28.58658723,
texnet2018nvqw,7/16/2018,20:20:00,33.07159424,-97.89193502,8.045613607,0.49,2.643223599,14,automatic,peng,reported,quarry blast,16.55990361,139.0093885,2.535422163,3.696606496,4.371889858,
texnet2018nvrk,7/16/2018,20:38:21,33.3380127,-97.76653011,0.048909505,0.25,1.587730452,6,manual,peng,reported,quarry blast,77.76795847,282.825372,64.47595826,493.9737763,48.47235185,
texnet2018nxbh,7/17/2018,14:44:33,31.94409752,-106.5150909,0,0.31,NULL,7,manual,John,rejected,quarry blast,19.14006142,165.0200958,0,3.400707671,2.605933107,
texnet2018nzip,7/18/2018,20:42:31,31.97753906,-94.95617378,0.391276042,1.44,3.512357575,14,automatic,peng,reported,quarry blast,36.97662582,179.0299702,50.92562138,85.48580282,171.8811585,
texnet2018oayc,7/19/2018,17:40:28,30.98510742,-99.27353277,15.9444987,0.01,1.759974725,4,manual,peng,reported,quarry blast,40.85655163,183.3394613,36.99608288,651.6227438,99.26318107,
texnet2018ocyu,7/20/2018,20:17:43,33.23455811,-97.95410156,22.32718913,0.21,2.467432403,10,automatic,peng,reported,quarry blast,24.05607478,104.75186,4.079522885,4.45920967,4.89324452,
texnet2018oihf,7/23/2018,18:14:10,32.3803978,-97.01186371,0,0.64,2.868057142,6,manual,John,rejected,quarry blast,10.78047974,279.1845436,0,8.151542621,2.98724004,
texnet2018oiji,7/23/2018,19:19:17,29.51086235,-99.29991913,0,0.65,2.172520563,9,manual,John,rejected,quarry blast,2.719405133,81.96859741,0,1.959164916,2.389870618,
texnet2018okhe,7/24/2018,20:29:04,30.6161499,-98.29923304,0.904825846,0.19,2.480979039,10,manual,peng,reported,quarry blast,99.30330594,126.8001489,3.012520141,2.055088394,1.565330575,
texnet2018olyp,7/25/2018,18:25:04,31.76879883,-102.643388,0.293457031,0.17,1.71363053,9,automatic,peng,reported,quarry blast,40.1228032,180.4351278,2.350938499,2.152550662,1.982353423,
texnet2018omhi,7/25/2018,22:51:26,33.2043457,-97.88443216,17.90087891,5.05,2.401570732,12,automatic,peng,reported,quarry blast,24.91662564,101.9565365,217.1125119,898.6767998,1154.737671,
texnet2018onwl,7/26/2018,19:36:52,32.20092773,-97.18130716,107.8943685,0.29,3.472009989,10,automatic,peng,reported,quarry blast,126.0150386,111.6643862,18.82891073,247.0462933,39.1002456,
texnet2018otjm,7/29/2018,19:52:41,29.38110352,-99.19439338,8.118977865,0.23,1.972913895,6,manual,peng,reported,quarry blast,119.3626436,256.2974618,39.11492222,82.32091894,39.63373744,
texnet2018owxr,7/31/2018,18:26:48,30.51529503,-98.8917923,0,4.75,2.458179052,20,manual,John,reported,quarry blast,86.11007003,159.5224571,0,1.902254514,2.286599771,
texnet2018oxae,7/31/2018,19:43:04,33.2535553,-97.76630402,0,0.62,2.136815727,14,manual,John,reported,quarry blast,48.61498788,109.0566559,0,2.007509558,2.429183368,
texnet2018oyxe,8/1/2018,20:28:21,33.27758789,-97.61861662,103.199056,0.15,2.72429929,7,manual,peng,reported,quarry blast,144.0521838,261.8946208,14.99182206,259.6538179,14.93411109,
texnet2018pard,8/2/2018,19:41:37,33.2506218,-97.77733612,0,0.78,2.285818171,12,manual,John,reported,quarry blast,49.68574483,127.4886246,0,2.131165815,1.836580205,
texnet2018pcgy,8/3/2018,16:48:55,33.27377701,-97.78500366,0,0.61,2.248461491,11,manual,John,reported,quarry blast,36.87501904,196.9177246,0,1.999844187,4.053270861,
texnet2018pclt,8/3/2018,19:14:30,32.3748703,-96.93099976,0,0.96,2.436423565,13,manual,John,reported,quarry blast,12.2944441,223.8807135,0,2.775680022,2.921156525,
texnet2018puwb,8/13/2018,20:53:59,30.70678711,-98.25314405,0.09781901,0.32,2.2628569,6,manual,peng,reported,quarry blast,95.38759816,283.6801693,44.67663948,64.06502477,93.71326561,
texnet2018pypj,8/15/2018,22:04:12,33.32519531,-98.00876524,12.91210938,0.17,2.049445855,4,manual,peng,reported,quarry blast,32.23650029,342.6601723,15.41609865,19.28245245,21.01166512,
texnet2018qbuc,8/17/2018,15:51:14,29.63195801,-98.7745864,4.157307943,0.07,2.361349979,5,manual,peng,reported,quarry blast,50.35443535,191.7483758,29.10958149,124.7172563,59.30928474,
texnet2018qbvl,8/17/2018,16:32:29,31.9519043,-96.82116997,0.09781901,0.13,3.49198716,6,manual,peng,reported,quarry blast,59.45408074,339.1784642,24.8832571,30.51944254,33.40544266,
texnet2018qbwy,8/17/2018,17:18:13,30.62805176,-98.33674733,0.048909505,0.32,2.621117187,10,automatic,peng,reported,quarry blast,95.91099527,160.9178394,92.63374752,275.004702,67.16043803,
texnet2018qbzz,8/17/2018,18:49:54,33.1842041,-97.89086319,3.374755859,0.52,2.735297603,13,automatic,peng,reported,quarry blast,22.8858588,68.56679447,5.932948037,86.92108655,7.261059327,
texnet2018qccb,8/17/2018,19:52:53,31.53808594,-94.95617378,221.0709635,0.44,3.96444099,9,automatic,peng,reported,quarry blast,221.7086526,267.7285859,73.92429869,348.0871599,240.588419,
texnet2018qhsn,8/20/2018,21:52:26,30.98693848,-98.99271151,7.874430339,0.11,1.262167271,9,manual,peng,reported,quarry blast,31.65512474,172.4642225,4.630644844,1.795131187,3.270180584,
texnet2018qjmr,8/21/2018,21:12:10,33.30507278,-97.77203369,0,2.42,2.698277032,18,manual,John,reported,quarry blast,42.02008173,141.7069397,0,1.844792863,1.904442102,
texnet2018qllt,8/22/2018,23:00:17,33.32039642,-97.95931244,0,1.38,2.633947578,14,manual,John,reported,quarry blast,32.69305351,105.9473877,0,1.970886645,2.579809113,
texnet2018qudi,8/27/2018,16:58:37,32.40720749,-96.7424469,0,0.62,2.609634258,8,manual,John,reported,quarry blast,16.75272473,262.9330597,0,3.322607203,5.685140938,
texnet2018qwgq,8/28/2018,20:55:08,33.28167725,-97.83400726,0,1.05,2.427891034,10,manual,peng,reported,quarry blast,54.42856838,136.9199371,0,2.280463514,2.348482872,
texnet2018qxwo,8/29/2018,18:06:41,30.92193604,-99.17599562,0.024454753,0.39,1.834156788,10,manual,peng,reported,quarry blast,42.15653146,161.0248965,8.067234092,3.196506945,8.029416742,
texnet2018qxyd,8/29/2018,18:54:23,33.28108215,-97.85087585,0.086127296,0.74,2.247388491,9,manual,peng,reported,quarry blast,55.99977086,135.8539429,3.730062764,3.278168021,3.12278944,
texnet2018qxzp,8/29/2018,19:36:30,33.27209473,-97.91229992,6.309326172,0.38,2.029990134,10,manual,peng,reported,quarry blast,29.55593699,234.7929436,5.542705504,4.556384175,23.64551552,
texnet2018rbrb,8/31/2018,19:52:16,32.83081055,-96.18664253,18.29215495,0.51,3.180880106,11,automatic,peng,reported,quarry blast,98.9624291,129.8092106,29.27366812,131.5126071,68.86539882,
texnet2018rbsm,8/31/2018,20:35:07,29.49462891,-99.15716912,0.195638021,0.13,2.370844496,6,manual,peng,reported,quarry blast,12.57219835,219.499594,21.63246301,5.330462456,22.32605065,
texnet2018rkqm,9/5/2018,17:47:37,32.38303375,-98.69959259,0,0.95,2.322717634,10,manual,John,reported,quarry blast,59.79002541,169.7103386,0,2.547814787,2.945592568,
texnet2018rkui,9/5/2018,19:45:14,33.27888107,-97.91585541,0,0.35,2.007885406,8,manual,John,reported,quarry blast,29.99300016,195.2560272,0,2.064356113,5.534212515,
texnet2018rmjy,9/6/2018,16:45:56,29.57201767,-98.792099,0,0.74,2.536818311,11,manual,John,reported,quarry blast,47.63663917,146.7377472,0,2.110309874,2.750425393,
texnet2018rmnn,9/6/2018,18:34:01,33.2949791,-97.88071442,0,0.64,2.415213782,7,manual,John,reported,quarry blast,33.16435918,185.6135254,0,4.652746329,5.443232003,
texnet2018rmto,9/6/2018,21:37:10,30.64086914,-98.02162729,26.90022786,0.21,2.774240224,9,manual,John,reported,quarry blast,44.68835815,102.7600916,31.35384705,3.019420405,6.535151963,
texnet2018rmys,9/7/2018,0:13:18,31.81762505,-104.4898376,0,0.63,1.595123746,5,manual,Tricia,reported,quarry blast,44.16252442,239.0251007,0,12.28991673,15.59986504,
texnet2018roei,9/7/2018,16:13:00,29.20264435,-100.0805893,0,1.31,2.295034346,13,manual,John,reported,quarry blast,57.75571688,148.0460358,0,2.347541184,1.921639281,
texnet2018rojl,9/7/2018,18:48:54,33.25561523,-97.92730564,7.923339844,0.71,2.872695127,17,automatic,peng,reported,quarry blast,27.27625731,78.77963912,4.184168856,6.533564008,5.570253081,
texnet2018rojr,9/7/2018,18:53:44,33.28674316,-97.81797828,7.580973307,0.52,2.372443574,10,automatic,peng,reported,quarry blast,52.81068472,92.8681005,22.9364871,105.824314,61.39020584,
texnet2018romg,9/7/2018,20:11:10,31.53808594,-95.23056402,98.99283854,0.35,3.857694219,8,automatic,peng,reported,quarry blast,206.9720035,255.5776879,45.07530139,109.1919407,112.3381656,
texnet2018rzlo,9/13/2018,20:21:13,33.41674805,-97.58431784,55.26774089,0.01,3.044317762,7,automatic,peng,reported,quarry blast,49.52706666,310.0615398,45.16410546,719.635121,123.1750053,
texnet2018sbbv,9/14/2018,17:42:53,33.25653076,-98.07629097,14.84403483,0.07,2.139100725,8,automatic,peng,reported,quarry blast,24.17998936,198.8655359,18.76111001,48.62149633,28.09519431,
texnet2018sgxn,9/17/2018,22:20:18,30.9173584,-99.19421684,0.048909505,0.12,2.141610073,6,manual,peng,reported,quarry blast,43.32191688,158.5309673,15.524459,71.98620125,25.06739502,
texnet2018skjs,9/19/2018,19:56:14,29.39941406,-99.84375,148.2936198,0,1.932113819,4,manual,John,reported,quarry blast,75.24105361,345.9750749,53.7170126,95.49056187,80.21933396,
texnet2018skkr,9/19/2018,20:25:08,33.30808258,-97.91543579,0,0.98,2.758910757,10,manual,John,reported,quarry blast,50.07724353,100.6960602,0,1.94558959,1.833350124,
texnet2018slyq,9/20/2018,16:35:24,31.8032589,-106.5531845,0,0.25,1.380107808,4,manual,Tricia,reported,quarry blast,111.6466396,329.022522,0,9.376360172,8.139863958,
texnet2018stpk,9/24/2018,21:00:28,33.96240234,-95.88641827,73.36425781,0.14,2.578616903,12,automatic,peng,reported,quarry blast,84.37528154,190.5892416,34.80333468,395.1026349,75.45120948,
texnet2018svhx,9/25/2018,19:29:42,33.29498291,-97.89836604,1.247192383,0.13,1.93072248,9,automatic,peng,reported,quarry blast,32.41445876,130.9021511,42.5486565,114.9875779,17.66103446,
texnet2018sxfz,9/26/2018,20:48:28,31.71020508,-100.4739901,158.1733398,26.98,NULL,15,automatic,peng,reported,quarry blast,65.79313888,166.2001697,14.77472924,13.56258621,13.61218113,
texnet2018sxkb,9/26/2018,22:51:17,33.27575684,-97.76224276,98.45483398,0.01,2.722345705,10,automatic,peng,reported,quarry blast,47.79321973,132.3334593,219.7833953,432.3181719,220.9390471,
texnet2018szdp,9/27/2018,21:53:11,33.31420898,-97.63576601,33.94319661,0.42,2.668371136,12,automatic,peng,reported,quarry blast,35.66604588,62.46229816,22.43297625,55.84690544,11.22283592,
texnet2018tasi,9/28/2018,18:24:41,33.73901367,-96.09232088,115.9155273,0.3,3.542983563,9,automatic,peng,reported,quarry blast,116.9334369,264.1427505,17.71209469,185.6128513,38.05518054,
texnet2018tasr,9/28/2018,18:36:18,32.74658203,-98.12023628,96.84082031,0.1,3.443131846,9,automatic,peng,reported,quarry blast,70.48975124,172.0499323,103.6937273,228.6182912,85.49342465,
texnet2018tcjc,9/29/2018,16:04:17,29.51196671,-99.08477783,0,1.82,2.144233615,5,manual,John,reported,quarry blast,135.1982046,251.1349182,0,5.814666016,6.106716036,
texnet2018tgkc,10/1/2018,21:05:24,32.9699707,-97.6443407,30.42171224,0.04,2.071008361,7,automatic,peng,reported,quarry blast,8.171723534,166.6481072,13.59630151,21.07793244,15.46773663,
texnet2018thyx,10/2/2018,17:42:22,32.52685547,-94.69035823,0.195638021,1.31,3.09481016,11,automatic,peng,reported,quarry blast,85.46575434,256.1960276,41.29495527,225.9600008,137.9717867,
texnet2018tiff,10/2/2018,20:55:02,30.64086914,-98.22741997,0.09781901,0.25,1.892804384,6,manual,peng,reported,quarry blast,102.1639101,266.0228389,34.36735537,77.41643287,39.68503511,
texnet2018tjzj,10/3/2018,20:12:54,31.82922363,-106.5041444,0.048909505,0.19,2.014986748,6,manual,peng,reported,quarry blast,6.398316041,185.0738526,39.35775546,25.41336458,20.75247613,
texnet2018tkbt,10/3/2018,21:27:00,33.29772949,-97.62076029,34.7746582,0.25,2.763013574,13,automatic,peng,reported,quarry blast,34.42325611,61.12527693,29.60995658,124.6899328,24.99616888,
texnet2018tlqm,10/4/2018,18:00:18,30.96218491,-99.20927429,0,0.9,1.825148197,10,manual,Tricia,reported,quarry blast,41.11995449,121.9763489,0,2.464146729,1.928204047,
texnet2018tlvi,10/4/2018,20:26:48,33.28237534,-97.79857635,0,0.94,3.053854514,19,manual,Tricia,reported,quarry blast,41.13283771,112.8652802,0,1.858019744,1.7911522,
texnet2018tnol,10/5/2018,19:15:06,33.24265289,-97.947052,0,1.3,2.510261471,10,manual,Tricia,reported,quarry blast,47.18997878,168.8194275,0,2.796786344,3.183359187,
texnet2018ttbe,10/8/2018,19:21:14,35.20751953,-104.8106971,321.0419922,0.41,4.183466721,9,automatic,peng,reported,quarry blast,218.0544466,191.5668486,49.63797064,175.3879783,76.47757055,
texnet2018tuta,10/9/2018,17:30:55,29.1394043,-100.3359375,39.02978516,0.02,2.079878178,9,automatic,peng,reported,quarry blast,41.87402582,231.3103433,49.87267538,417.9703743,44.40988464,
